hash_partida,hash_tf,data_partida,periodo,temporada,team_hash_a,team_hash_b,fg_made_a,fg_att_a,fg3_made_a,fg3_att_a,fg2_made_a,fg2_att_a,ft_made_a,ft_att_a,fg_made_b,fg_att_b,fg3_made_b,fg3_att_b,fg2_made_b,fg2_att_b,ft_made_b,ft_att_b,pace_a,pace_b,match_pace,pts_a,pts_b,a_mov,total,a_mov_cumsum,a_mov_prior
ADRM2024Botafogo2024,ADRM2024Botafogo2024Final,2024-07-18,Final,2024,ADRM2024,Botafogo2024,64,71,4,24,23,47,6,8,74,55,4,21,23,34,16,22,72.52,70.68,71.6,64,74,-10,138,-20,
Flamengo2024Pato Basquete2024,Flamengo2024Pato Basquete2024Final,2024-07-18,Final,2024,Flamengo2024,Pato Basquete2024,89,84,4,21,33,63,11,17,67,63,5,22,22,41,8,12,76.48,81.28,78.88,89,67,22,156,44,
Corinthians2024SESI Franca2024,Corinthians2024SESI Franca2024Final,2024-07-18,Final,2024,Corinthians2024,SESI Franca2024,77,58,10,29,16,29,15,21,75,62,4,20,26,42,11,15,73.24,72.6,72.91999999999999,77,75,2,152,4,
Campo Mourão2024São José Basketball2024,Campo Mourão2024São José Basketball2024Final,2024-07-18,Final,2024,Campo Mourão2024,São José Basketball2024,59,65,6,27,16,38,9,15,77,67,11,33,19,34,6,10,73.6,69.4,71.5,59,77,-18,136,-36,
Caxias2024União Corinthians2024,Caxias2024União Corinthians2024Final,2024-07-18,Final,2024,Caxias2024,União Corinthians2024,83,72,8,33,22,39,15,22,65,70,5,22,18,48,14,18,78.68,74.92,76.80000000000001,83,65,18,148,36,
Thalia/PH.D Esportes2024Vasco/Tijuca2024,Thalia/PH.D Esportes2024Vasco/Tijuca2024Final,2024-07-18,Final,2024,Thalia/PH.D Esportes2024,Vasco/Tijuca2024,64,70,4,24,20,46,12,22,59,66,10,31,12,35,5,11,79.68,73.84,76.76,64,59,5,123,10,
Botafogo2024Campo Mourão2024,Botafogo2024Campo Mourão2024Final,2024-07-19,Final,2024,Botafogo2024,Campo Mourão2024,83,59,9,21,19,38,18,27,52,58,1,18,17,40,15,18,78.88,73.92,76.4,83,52,31,135,62,
Corinthians2024Flamengo2024,Corinthians2024Flamengo2024Final,2024-07-19,Final,2024,Corinthians2024,Flamengo2024,72,80,9,35,20,45,5,9,74,92,6,36,25,56,6,14,79.96,80.16,80.06,72,74,-2,146,-2,
Caixa Brasília Basquete2024IVV/CETAF2024,Caixa Brasília Basquete2024IVV/CETAF2024Final,2024-07-19,Final,2024,Caixa Brasília Basquete2024,IVV/CETAF2024,74,68,14,36,13,32,6,11,56,65,5,25,14,40,13,19,74.84,73.36,74.1,74,56,18,130,36,
B.Cearense2024LDPG2024,B.Cearense2024LDPG2024Final,2024-07-19,Final,2024,B.Cearense2024,LDPG2024,57,63,8,33,12,30,9,11,107,70,7,20,33,50,20,27,73.84,80.88,77.36,57,107,-50,164,-100,
Minas2024Mogi2024,Minas2024Mogi2024Final,2024-07-19,Final,2024,Minas2024,Mogi2024,90,64,10,24,22,40,16,25,73,73,4,30,21,43,19,25,88.0,87.0,87.5,90,73,17,163,34,
Cerrado2024Paulistano2024,Cerrado2024Paulistano2024Final,2024-07-19,Final,2024,Cerrado2024,Paulistano2024,59,68,4,27,21,41,5,8,84,64,9,26,24,38,9,12,72.52,70.28,71.4,59,84,-25,143,-50,
AEGB2024Pinheiros2024,AEGB2024Pinheiros2024Final,2024-07-19,Final,2024,AEGB2024,Pinheiros2024,44,63,5,23,7,40,15,22,104,76,7,29,32,47,19,27,74.68,84.88,79.78,44,104,-60,148,-120,
ADRM2024SESI Franca2024,ADRM2024SESI Franca2024Final,2024-07-19,Final,2024,ADRM2024,SESI Franca2024,46,59,8,33,10,26,2,2,70,71,3,20,26,51,9,13,60.88,74.72,67.8,46,70,-24,116,-48,
São José Basketball2024Thalia/PH.D Esportes2024,São José Basketball2024Thalia/PH.D Esportes2024Final,2024-07-19,Final,2024,São José Basketball2024,Thalia/PH.D Esportes2024,89,66,11,24,22,42,12,17,59,69,6,29,17,40,7,12,65.48,79.28,72.38,89,59,30,148,60,
Cruzeiro2024UNIFACISA2024,Cruzeiro2024UNIFACISA2024Final,2024-07-19,Final,2024,Cruzeiro2024,UNIFACISA2024,114,85,7,25,40,60,13,14,43,69,7,34,10,35,2,2,86.16,75.88,81.02,114,43,71,157,142,
São Paulo FC2024União Corinthians2024,São Paulo FC2024União Corinthians2024Final,2024-07-19,Final,2024,São Paulo FC2024,União Corinthians2024,70,66,7,36,15,30,19,32,59,70,9,30,11,40,10,13,72.08,80.72,76.4,70,59,11,129,22,
Caxias2024Vasco/Tijuca2024,Caxias2024Vasco/Tijuca2024Final,2024-07-19,Final,2024,Caxias2024,Vasco/Tijuca2024,88,68,10,26,25,42,8,17,52,61,5,30,14,31,9,17,75.48,68.48,71.98,88,52,36,140,72,
Caixa Brasília Basquete2024Cruzeiro2024,Caixa Brasília Basquete2024Cruzeiro2024Final,2024-07-20,Final,2024,Caixa Brasília Basquete2024,Cruzeiro2024,56,64,7,37,14,27,7,20,65,66,3,19,21,47,14,21,87.8,76.24,82.02,56,65,-9,121,-18,
B.Cearense2024IVV/CETAF2024,B.Cearense2024IVV/CETAF2024Final,2024-07-20,Final,2024,B.Cearense2024,IVV/CETAF2024,45,60,6,22,10,38,7,10,69,63,7,26,19,37,10,16,72.4,66.04,69.22,45,69,-24,114,-48,
Bauru Basket2024LDPG2024,Bauru Basket2024LDPG2024Final,2024-07-20,Final,2024,Bauru Basket2024,LDPG2024,74,75,8,29,20,46,10,11,77,65,9,28,20,37,10,21,86.84,72.24,79.53999999999999,74,77,-3,151,-6,
AEGB2024Paulistano2024,AEGB2024Paulistano2024Final,2024-07-20,Final,2024,AEGB2024,Paulistano2024,45,73,7,23,9,50,6,10,102,78,10,27,30,51,12,17,65.4,80.48,72.94,45,102,-57,147,-114,
Minas2024Pinheiros2024,Minas2024Pinheiros2024Final,2024-07-20,Final,2024,Minas2024,Pinheiros2024,60,47,8,26,9,21,18,23,80,79,8,28,22,51,12,14,61.12,91.16,76.14,60,80,-20,140,-40,
Mogi2024UNIFACISA2024,Mogi2024UNIFACISA2024Final,2024-07-20,Final,2024,Mogi2024,UNIFACISA2024,90,65,18,35,16,30,4,8,64,58,7,23,13,35,17,23,76.52,73.12,74.82,90,64,26,154,52,
B.Cearense2024Cruzeiro2024,B.Cearense2024Cruzeiro2024Final,2024-07-21,Final,2024,B.Cearense2024,Cruzeiro2024,40,54,6,22,8,32,6,9,96,75,5,22,33,53,15,23,67.96000000000001,78.12,73.04,40,96,-56,136,-112,
Bauru Basket2024IVV/CETAF2024,Bauru Basket2024IVV/CETAF2024Final,2024-07-21,Final,2024,Bauru Basket2024,IVV/CETAF2024,57,50,5,23,16,27,10,15,61,68,4,16,21,52,7,14,66.6,71.16,68.88,57,61,-4,118,-8,
Cerrado2024LDPG2024,Cerrado2024LDPG2024Final,2024-07-21,Final,2024,Cerrado2024,LDPG2024,65,74,7,28,20,46,4,8,78,64,10,31,17,33,14,15,77.52,75.6,76.56,65,78,-13,143,-26,
Caixa Brasília Basquete2024Mogi2024,Caixa Brasília Basquete2024Mogi2024Final,2024-07-21,Final,2024,Caixa Brasília Basquete2024,Mogi2024,76,76,12,42,16,34,8,16,84,61,5,24,25,37,19,28,90.04,78.32,84.18,76,84,-8,160,-16,
Minas2024Paulistano2024,Minas2024Paulistano2024Final,2024-07-21,Final,2024,Minas2024,Paulistano2024,64,58,8,25,16,33,8,12,83,65,10,31,19,34,15,17,72.28,77.48,74.88,64,83,-19,147,-38,
Pinheiros2024UNIFACISA2024,Pinheiros2024UNIFACISA2024Final,2024-07-21,Final,2024,Pinheiros2024,UNIFACISA2024,87,73,5,22,30,51,12,17,46,60,8,35,6,25,10,20,80.48,70.8,75.64,87,46,41,133,82,
Botafogo2024Caixa Brasília Basquete2024,Botafogo2024Caixa Brasília Basquete2024Final,2024-08-25,Final,2024,Botafogo2024,Caixa Brasília Basquete2024,77,59,3,16,24,43,20,31,75,60,7,32,16,28,22,34,85.64,87.96000000000001,86.80000000000001,77,75,2,152,4,
Campo Mourão2024Cerrado2024,Campo Mourão2024Cerrado2024Final,2024-08-25,Final,2024,Campo Mourão2024,Cerrado2024,78,54,7,23,14,31,29,41,79,73,6,34,22,39,17,21,81.03999999999999,96.24,88.63999999999999,78,79,-1,157,-2,
Caxias2024LDPG2024,Caxias2024LDPG2024Final,2024-08-25,Final,2024,Caxias2024,LDPG2024,73,58,10,24,13,34,17,28,69,66,8,27,16,39,13,19,72.32,82.36,77.34,73,69,4,142,8,
B.Cearense2024Pato Basquete2024,B.Cearense2024Pato Basquete2024Final,2024-08-25,Final,2024,B.Cearense2024,Pato Basquete2024,39,60,4,30,12,30,3,4,59,64,7,34,12,30,14,17,64.75999999999999,68.48,66.62,39,59,-20,98,-40,
Mogi2024São Paulo FC2024,Mogi2024São Paulo FC2024Final,2024-08-25,Final,2024,Mogi2024,São Paulo FC2024,74,73,11,35,17,38,7,14,79,66,12,29,17,37,9,12,70.16,77.28,73.72,74,79,-5,153,-10,
IVV/CETAF2024Thalia/PH.D Esportes2024,IVV/CETAF2024Thalia/PH.D Esportes2024Final,2024-08-25,Final,2024,IVV/CETAF2024,Thalia/PH.D Esportes2024,62,61,3,21,22,40,9,19,63,58,6,21,19,37,7,14,72.36,74.16,73.25999999999999,62,63,-1,125,-2,
Bauru Basket2024União Corinthians2024,Bauru Basket2024União Corinthians2024Final,2024-08-25,Final,2024,Bauru Basket2024,União Corinthians2024,71,57,3,22,21,35,20,23,81,71,8,24,24,47,9,16,68.12,78.04,73.08000000000001,71,81,-10,152,-20,
UNIFACISA2024Vasco/Tijuca2024,UNIFACISA2024Vasco/Tijuca2024Final,2024-08-25,Final,2024,UNIFACISA2024,Vasco/Tijuca2024,44,60,4,27,10,33,12,22,73,71,8,32,19,39,11,15,70.68,79.6,75.14,44,73,-29,117,-58,
B.Cearense2024Campo Mourão2024,B.Cearense2024Campo Mourão2024Final,2024-08-26,Final,2024,B.Cearense2024,Campo Mourão2024,47,58,5,27,11,31,10,19,82,67,3,22,29,45,15,26,81.36,78.44,79.9,47,82,-35,129,-70,
Caxias2024IVV/CETAF2024,Caxias2024IVV/CETAF2024Final,2024-08-26,Final,2024,Caxias2024,IVV/CETAF2024,61,78,6,33,16,45,11,24,62,43,8,18,15,25,8,17,81.56,62.480000000000004,72.02000000000001,61,62,-1,123,-2,
Botafogo2024Mogi2024,Botafogo2024Mogi2024Final,2024-08-26,Final,2024,Botafogo2024,Mogi2024,84,63,12,27,19,36,10,17,66,63,9,41,12,22,15,25,77.48,80.0,78.74000000000001,84,66,18,150,36,
Cerrado2024Pato Basquete2024,Cerrado2024Pato Basquete2024Final,2024-08-26,Final,2024,Cerrado2024,Pato Basquete2024,63,75,8,33,14,42,11,20,80,65,5,18,25,47,15,23,79.8,81.12,80.46000000000001,63,80,-17,143,-34,
Caixa Brasília Basquete2024São Paulo FC2024,Caixa Brasília Basquete2024São Paulo FC2024Final,2024-08-26,Final,2024,Caixa Brasília Basquete2024,São Paulo FC2024,91,81,13,41,19,40,14,17,94,69,15,36,17,33,15,23,87.48,81.12,84.30000000000001,91,94,-3,185,-6,
LDPG2024Thalia/PH.D Esportes2024,LDPG2024Thalia/PH.D Esportes2024Final,2024-08-26,Final,2024,LDPG2024,Thalia/PH.D Esportes2024,91,63,10,22,23,41,15,18,76,69,8,28,20,41,12,20,77.92,80.8,79.36,91,76,15,167,30,
UNIFACISA2024União Corinthians2024,UNIFACISA2024União Corinthians2024Final,2024-08-26,Final,2024,UNIFACISA2024,União Corinthians2024,53,60,5,18,13,42,12,20,63,73,6,29,17,44,11,13,73.8,82.72,78.25999999999999,53,63,-10,116,-20,
Bauru Basket2024Vasco/Tijuca2024,Bauru Basket2024Vasco/Tijuca2024Final,2024-08-26,Final,2024,Bauru Basket2024,Vasco/Tijuca2024,55,61,4,25,16,36,11,14,62,59,8,26,15,33,8,13,71.16,68.72,69.94,55,62,-7,117,-14,
Cruzeiro2024Flamengo2024,Cruzeiro2024Flamengo2024Final,2024-08-27,Final,2024,Cruzeiro2024,Flamengo2024,64,66,8,30,15,36,10,16,68,74,7,37,11,37,25,33,79.04,82.52,80.78,64,68,-4,132,-8,
Corinthians2024Minas2024,Corinthians2024Minas2024Final,2024-08-27,Final,2024,Corinthians2024,Minas2024,83,72,11,32,18,40,14,18,78,68,7,23,23,45,11,12,72.92,80.28,76.6,83,78,5,161,10,
Pinheiros2024SESI Franca2024,Pinheiros2024SESI Franca2024Final,2024-08-27,Final,2024,Pinheiros2024,SESI Franca2024,67,65,10,38,9,27,19,27,62,58,7,26,14,32,13,14,76.88,75.16,76.02,67,62,5,129,10,
Paulistano2024São José Basketball2024,Paulistano2024São José Basketball2024Final,2024-08-27,Final,2024,Paulistano2024,São José Basketball2024,88,59,14,30,16,29,14,18,76,65,11,31,16,34,11,14,76.92,82.16,79.53999999999999,88,76,12,164,24,
Flamengo2024Paulistano2024,Flamengo2024Paulistano2024Final,2024-08-28,Final,2024,Flamengo2024,Paulistano2024,59,59,4,25,15,34,17,22,75,65,8,29,20,36,11,18,73.68,74.92,74.30000000000001,59,75,-16,134,-32,
Corinthians2024Pinheiros2024,Corinthians2024Pinheiros2024Final,2024-08-28,Final,2024,Corinthians2024,Pinheiros2024,83,68,14,40,11,28,19,22,68,67,10,32,13,35,12,15,80.68,82.6,81.64,83,68,15,151,30,
Minas2024SESI Franca2024,Minas2024SESI Franca2024Final,2024-08-28,Final,2024,Minas2024,SESI Franca2024,71,69,8,23,20,46,7,12,63,75,2,22,25,53,7,10,77.28,81.4,79.34,71,63,8,134,16,
Cruzeiro2024São José Basketball2024,Cruzeiro2024São José Basketball2024Final,2024-08-28,Final,2024,Cruzeiro2024,São José Basketball2024,71,65,5,30,19,35,18,25,87,78,14,37,16,41,13,20,78.0,92.8,85.4,71,87,-16,158,-32,
LDPG2024São Paulo FC2024,LDPG2024São Paulo FC2024Final,2024-08-28,Final,2024,LDPG2024,São Paulo FC2024,70,75,7,35,18,40,13,15,78,74,9,32,17,42,17,23,91.6,82.12,86.86,70,78,-8,148,-16,
Caixa Brasília Basquete2024Thalia/PH.D Esportes2024,Caixa Brasília Basquete2024Thalia/PH.D Esportes2024Final,2024-08-28,Final,2024,Caixa Brasília Basquete2024,Thalia/PH.D Esportes2024,82,76,12,41,19,35,8,20,77,76,7,31,20,45,16,21,81.8,81.24,81.52,82,77,5,159,10,
Corinthians2024Paulistano2024,Corinthians2024Paulistano2024Final,2024-08-31,Final,2024,Corinthians2024,Paulistano2024,70,68,5,20,19,48,17,20,78,63,13,28,15,35,9,12,76.8,71.28,74.03999999999999,70,78,-8,148,-16,
Flamengo2024Pinheiros2024,Flamengo2024Pinheiros2024Final,2024-08-31,Final,2024,Flamengo2024,Pinheiros2024,67,72,7,24,18,48,10,13,77,66,7,28,24,38,8,9,76.72,76.96,76.84,67,77,-10,144,-20,
Cruzeiro2024SESI Franca2024,Cruzeiro2024SESI Franca2024Final,2024-08-31,Final,2024,Cruzeiro2024,SESI Franca2024,74,61,9,26,14,35,19,29,75,61,7,21,19,40,16,27,77.76,88.88,83.32,74,75,-1,149,-2,
Minas2024São José Basketball2024,Minas2024São José Basketball2024Final,2024-08-31,Final,2024,Minas2024,São José Basketball2024,96,75,10,31,28,44,10,14,68,80,4,25,25,55,6,12,86.16,89.28,87.72,96,68,28,164,56,
Bauru Basket2025Botafogo2025,Bauru Basket2025Botafogo2025Final,2025-06-26,Final,2025,Bauru Basket2025,Botafogo2025,58,68,11,31,9,37,7,14,86,67,10,24,23,43,10,17,78.16,77.48,77.82,58,86,-28,144,-56,
Corinthians2025IVV/CETAF2025,Corinthians2025IVV/CETAF2025Final,2025-06-26,Final,2025,Corinthians2025,IVV/CETAF2025,77,80,6,34,25,46,9,15,54,61,9,27,11,34,5,10,77.6,68.4,73.0,77,54,23,131,46,
B.Cearense2025Paulistano2025,B.Cearense2025Paulistano2025Final,2025-06-26,Final,2025,B.Cearense2025,Paulistano2025,60,63,7,26,15,37,9,13,108,81,19,45,20,36,11,14,77.72,87.16,82.44,60,108,-48,168,-96,
Thalia/PH.D Esportes2025UNIFACISA2025,Thalia/PH.D Esportes2025UNIFACISA2025Final,2025-06-26,Final,2025,Thalia/PH.D Esportes2025,UNIFACISA2025,86,75,7,20,27,55,11,17,66,71,7,40,16,31,13,20,88.48,78.8,83.64,86,66,20,152,40,
São Paulo FC2025Vasco/Tijuca2025,São Paulo FC2025Vasco/Tijuca2025Final,2025-06-26,Final,2025,São Paulo FC2025,Vasco/Tijuca2025,88,75,6,26,26,49,18,29,48,67,5,29,12,38,9,20,92.76,87.8,90.28,88,48,40,136,80,
Bauru Basket2025IVV/CETAF2025,Bauru Basket2025IVV/CETAF2025Final,2025-06-27,Final,2025,Bauru Basket2025,IVV/CETAF2025,63,63,11,31,13,32,4,7,71,61,9,24,15,37,14,21,70.08,69.24,69.66,63,71,-8,134,-16,
Campo Mourão2025Mogi2025,Campo Mourão2025Mogi2025Final,2025-06-27,Final,2025,Campo Mourão2025,Mogi2025,54,64,4,26,17,38,8,18,83,81,10,36,20,45,13,20,68.92,81.8,75.36,54,83,-29,137,-58,
ADRM2025Pato Basquete2025,ADRM2025Pato Basquete2025Final,2025-06-27,Final,2025,ADRM2025,Pato Basquete2025,44,71,3,24,15,47,5,8,56,72,8,32,12,40,8,13,74.52,70.72,72.62,44,56,-12,100,-24,
Botafogo2025Paulistano2025,Botafogo2025Paulistano2025Final,2025-06-27,Final,2025,Botafogo2025,Paulistano2025,69,64,9,29,17,35,8,17,104,69,11,34,24,35,23,29,76.48,85.76,81.12,69,104,-35,173,-70,
Caixa Brasília Basquete2025Pinheiros2025,Caixa Brasília Basquete2025Pinheiros2025Final,2025-06-27,Final,2025,Caixa Brasília Basquete2025,Pinheiros2025,33,53,3,25,10,28,4,7,98,70,10,30,27,40,14,23,72.08,77.12,74.6,33,98,-65,131,-130,
Caxias2025SESI Franca2025,Caxias2025SESI Franca2025Final,2025-06-27,Final,2025,Caxias2025,SESI Franca2025,68,63,7,29,16,34,15,25,76,63,8,27,22,36,8,17,76.0,76.48,76.24000000000001,68,76,-8,144,-16,
Flamengo2025Thalia/PH.D Esportes2025,Flamengo2025Thalia/PH.D Esportes2025Final,2025-06-27,Final,2025,Flamengo2025,Thalia/PH.D Esportes2025,98,86,14,42,24,44,8,19,70,80,8,33,18,47,10,16,89.36,89.04,89.2,98,70,28,168,56,
São Paulo FC2025UNIFACISA2025,São Paulo FC2025UNIFACISA2025Final,2025-06-27,Final,2025,São Paulo FC2025,UNIFACISA2025,110,91,11,26,32,65,13,23,45,67,4,33,13,34,7,13,96.12,73.72,84.92,110,45,65,155,130,
São José Basketball2025União Corinthians2025,São José Basketball2025União Corinthians2025Final,2025-06-27,Final,2025,São José Basketball2025,União Corinthians2025,96,69,8,24,26,45,20,29,64,50,9,19,16,31,5,10,84.76,71.4,78.08000000000001,96,64,32,160,64,
Corinthians2025Vasco/Tijuca2025,Corinthians2025Vasco/Tijuca2025Final,2025-06-27,Final,2025,Corinthians2025,Vasco/Tijuca2025,77,71,8,39,17,32,19,21,49,62,6,23,12,39,7,12,79.24,76.28,77.75999999999999,77,49,28,126,56,
ADRM2025Minas2025,ADRM2025Minas2025Final,2025-06-28,Final,2025,ADRM2025,Minas2025,37,56,1,20,16,36,2,3,75,65,12,37,12,28,15,25,66.32,59.0,62.66,37,75,-38,112,-76,
Caxias2025Mogi2025,Caxias2025Mogi2025Final,2025-06-28,Final,2025,Caxias2025,Mogi2025,75,64,9,27,14,37,20,30,73,64,7,21,19,43,14,19,80.2,80.36,80.28,75,73,2,148,4,
IVV/CETAF2025Paulistano2025,IVV/CETAF2025Paulistano2025Final,2025-06-28,Final,2025,IVV/CETAF2025,Paulistano2025,76,56,9,19,20,37,9,14,87,73,12,35,21,38,9,15,70.16,77.6,73.88,76,87,-11,163,-22,
Pato Basquete2025Pinheiros2025,Pato Basquete2025Pinheiros2025Final,2025-06-28,Final,2025,Pato Basquete2025,Pinheiros2025,60,59,4,20,15,39,18,28,92,79,8,30,25,49,18,24,75.32,91.56,83.44,60,92,-32,152,-64,
Caixa Brasília Basquete2025São José Basketball2025,Caixa Brasília Basquete2025São José Basketball2025Final,2025-06-28,Final,2025,Caixa Brasília Basquete2025,São José Basketball2025,49,53,6,20,10,33,11,16,84,69,6,24,27,45,12,20,66.03999999999999,78.8,72.41999999999999,49,84,-35,133,-70,
Flamengo2025São Paulo FC2025,Flamengo2025São Paulo FC2025Final,2025-06-28,Final,2025,Flamengo2025,São Paulo FC2025,78,66,8,36,15,30,24,31,94,62,8,27,23,35,24,31,92.64,86.64,89.64,78,94,-16,172,-32,
B.Cearense2025Thalia/PH.D Esportes2025,B.Cearense2025Thalia/PH.D Esportes2025Final,2025-06-28,Final,2025,B.Cearense2025,Thalia/PH.D Esportes2025,56,59,5,33,16,26,9,13,72,74,6,33,22,41,10,18,73.72,78.92,76.32,56,72,-16,128,-32,
Corinthians2025UNIFACISA2025,Corinthians2025UNIFACISA2025Final,2025-06-28,Final,2025,Corinthians2025,UNIFACISA2025,99,84,14,42,19,42,19,26,57,66,3,16,22,50,4,8,94.44,82.52,88.47999999999999,99,57,42,156,84,
SESI Franca2025União Corinthians2025,SESI Franca2025União Corinthians2025Final,2025-06-28,Final,2025,SESI Franca2025,União Corinthians2025,83,64,4,15,29,49,13,17,64,55,7,23,15,32,13,15,76.48,62.6,69.54,83,64,19,147,38,
Bauru Basket2025Vasco/Tijuca2025,Bauru Basket2025Vasco/Tijuca2025Final,2025-06-28,Final,2025,Bauru Basket2025,Vasco/Tijuca2025,79,59,13,29,14,30,12,24,54,65,3,26,12,39,21,32,83.56,78.08,80.82,79,54,25,133,50,
ADRM2025Campo Mourão2025,ADRM2025Campo Mourão2025Final,2025-06-29,Final,2025,ADRM2025,Campo Mourão2025,68,56,9,25,14,31,13,24,65,60,8,31,12,29,17,26,75.56,79.44,77.5,68,65,3,133,6,
Minas2025Pinheiros2025,Minas2025Pinheiros2025Final,2025-06-29,Final,2025,Minas2025,Pinheiros2025,77,57,6,14,17,43,25,34,71,76,8,30,17,46,13,17,72.96000000000001,90.48,81.72,77,71,6,148,12,
Caixa Brasília Basquete2025SESI Franca2025,Caixa Brasília Basquete2025SESI Franca2025Final,2025-06-29,Final,2025,Caixa Brasília Basquete2025,SESI Franca2025,53,58,8,28,12,30,5,8,96,66,6,18,30,48,18,24,78.52000000000001,73.56,76.04,53,96,-43,149,-86,
Pato Basquete2025São José Basketball2025,Pato Basquete2025São José Basketball2025Final,2025-06-29,Final,2025,Pato Basquete2025,São José Basketball2025,71,69,12,34,13,35,9,10,84,77,9,29,20,48,17,23,74.4,75.12,74.76,71,84,-13,155,-26,
Mogi2025União Corinthians2025,Mogi2025União Corinthians2025Final,2025-06-29,Final,2025,Mogi2025,União Corinthians2025,76,68,10,34,16,34,14,20,49,67,6,26,14,41,3,9,76.8,70.96,73.88,76,49,27,125,54,
Corinthians2025Flamengo2025,Corinthians2025Flamengo2025Final,2025-06-30,Final,2025,Corinthians2025,Flamengo2025,91,71,11,31,24,40,10,16,54,68,4,24,17,44,8,11,76.04,69.84,72.94,91,54,37,145,74,
B.Cearense2025São Paulo FC2025,B.Cearense2025São Paulo FC2025Final,2025-06-30,Final,2025,B.Cearense2025,São Paulo FC2025,58,58,4,17,16,41,14,26,98,78,11,34,25,44,15,21,72.44,91.24,81.84,58,98,-40,156,-80,
Botafogo2025Thalia/PH.D Esportes2025,Botafogo2025Thalia/PH.D Esportes2025Final,2025-06-30,Final,2025,Botafogo2025,Thalia/PH.D Esportes2025,66,68,3,22,19,46,19,27,80,65,8,19,19,46,18,27,85.88,84.88,85.38,66,80,-14,146,-28,
Bauru Basket2025UNIFACISA2025,Bauru Basket2025UNIFACISA2025Final,2025-06-30,Final,2025,Bauru Basket2025,UNIFACISA2025,87,75,9,29,25,46,10,16,67,59,7,23,17,36,12,21,82.04,64.24,73.14,87,67,20,154,40,
Paulistano2025Vasco/Tijuca2025,Paulistano2025Vasco/Tijuca2025Final,2025-06-30,Final,2025,Paulistano2025,Vasco/Tijuca2025,87,63,10,22,20,41,17,27,47,67,5,26,13,41,6,9,74.88,77.96,76.41999999999999,87,47,40,134,80,
ADRM2025Caxias2025,ADRM2025Caxias2025Final,2025-07-01,Final,2025,ADRM2025,Caxias2025,44,62,3,14,14,48,7,9,83,62,11,24,18,38,14,20,76.96,72.8,74.88,44,83,-39,127,-78,
B.Cearense2025Corinthians2025,B.Cearense2025Corinthians2025Final,2025-07-01,Final,2025,B.Cearense2025,Corinthians2025,56,61,4,18,18,43,8,10,97,78,16,47,21,31,7,12,65.4,78.28,71.84,56,97,-41,153,-82,
Bauru Basket2025Flamengo2025,Bauru Basket2025Flamengo2025Final,2025-07-01,Final,2025,Bauru Basket2025,Flamengo2025,83,70,12,31,20,39,7,13,78,60,8,27,20,33,14,22,81.72,75.68,78.7,83,78,5,161,10,
Caixa Brasília Basquete2025Mogi2025,Caixa Brasília Basquete2025Mogi2025Final,2025-07-01,Final,2025,Caixa Brasília Basquete2025,Mogi2025,42,60,6,24,11,36,2,2,74,66,9,32,14,34,19,27,78.88,64.88,71.88,42,74,-32,116,-64,
Campo Mourão2025Pinheiros2025,Campo Mourão2025Pinheiros2025Final,2025-07-01,Final,2025,Campo Mourão2025,Pinheiros2025,53,58,2,17,19,41,9,11,82,79,10,34,21,45,10,15,64.84,76.6,70.72,53,82,-29,135,-58,
Pato Basquete2025SESI Franca2025,Pato Basquete2025SESI Franca2025Final,2025-07-01,Final,2025,Pato Basquete2025,SESI Franca2025,70,70,11,34,14,36,9,12,82,73,8,21,25,52,8,14,76.28,81.16,78.72,70,82,-12,152,-24,
Minas2025São José Basketball2025,Minas2025São José Basketball2025Final,2025-07-01,Final,2025,Minas2025,São José Basketball2025,68,66,6,26,22,40,6,15,60,63,6,24,16,39,10,14,74.6,74.16,74.38,68,60,8,128,16,
Botafogo2025São Paulo FC2025,Botafogo2025São Paulo FC2025Final,2025-07-01,Final,2025,Botafogo2025,São Paulo FC2025,96,62,11,23,19,39,25,35,76,64,3,18,24,46,19,33,93.4,95.52,94.46000000000001,96,76,20,172,40,
IVV/CETAF2025Thalia/PH.D Esportes2025,IVV/CETAF2025Thalia/PH.D Esportes2025Final,2025-07-01,Final,2025,IVV/CETAF2025,Thalia/PH.D Esportes2025,57,65,5,28,16,37,10,16,58,63,5,26,16,37,11,12,75.04,75.28,75.16,57,58,-1,115,-2,
Paulistano2025UNIFACISA2025,Paulistano2025UNIFACISA2025Final,2025-07-01,Final,2025,Paulistano2025,UNIFACISA2025,108,83,9,34,32,49,17,19,66,70,8,30,16,40,10,13,83.36,84.72,84.03999999999999,108,66,42,174,84,
B.Cearense2025Bauru Basket2025,B.Cearense2025Bauru Basket2025Final,2025-07-02,Final,2025,B.Cearense2025,Bauru Basket2025,56,65,4,23,18,42,8,16,64,69,10,33,16,36,2,7,69.04,70.08,69.56,56,64,-8,120,-16,
Botafogo2025Corinthians2025,Botafogo2025Corinthians2025Final,2025-07-02,Final,2025,Botafogo2025,Corinthians2025,70,61,9,27,16,34,11,15,79,61,7,29,17,32,24,30,80.6,79.2,79.9,70,79,-9,149,-18,
Mogi2025Pato Basquete2025,Mogi2025Pato Basquete2025Final,2025-07-02,Final,2025,Mogi2025,Pato Basquete2025,80,83,10,29,20,54,10,18,54,64,3,20,18,44,9,13,77.92,70.72,74.32,80,54,26,134,52,
