event_id,date,home_team,away_team,home_q1,away_q1,home_ot1,away_ot1,home_ot2,away_ot2,home_final,away_final
7156461,2023-09-02 14:30:00,Sao Jose U22,Praia Clube/Gabarito LDB U22,17,15,64,52,,,64,52
7156460,2023-09-02 12:15:00,Minas LDB U22,Caxias do Sul LDB U22,16,10,61,58,,,61,58
7148320,2023-08-31 19:00:00,Paulistano U22,Praia Clube/Gabarito LDB U22,16,14,83,54,,,83,54
7148319,2023-08-31 16:45:00,Franca U22,Minas LDB U22,21,10,83,55,,,83,55
7148318,2023-08-31 14:30:00,Pinheiros U22,Corinthians U22,22,22,82,80,,,82,80
7148317,2023-08-31 12:15:00,Caxias do Sul LDB U22,Sao Jose U22,21,16,67,70,,,67,70
7143427,2023-08-30 19:00:00,Minas LDB U22,Paulistano U22,21,10,57,77,,,57,77
7143428,2023-08-30 16:45:00,Franca U22,Praia Clube/Gabarito LDB U22,12,19,70,60,,,70,60
7143381,2023-08-30 14:30:00,Caxias do Sul LDB U22,Pinheiros U22,19,28,59,93,,,59,93
7143286,2023-08-30 12:15:00,Sao Jose U22,Corinthians U22,12,23,66,78,,,66,78
7136399,2023-08-29 19:00:00,Paulistano U22,Franca U22,15,11,58,68,,,58,68
7136305,2023-08-29 16:45:00,Praia Clube/Gabarito LDB U22,Minas LDB U22,24,26,63,69,,,63,69
7135983,2023-08-29 14:30:00,Pinheiros U22,Sao Jose U22,21,17,66,67,,,66,67
7135673,2023-08-29 12:15:00,Corinthians U22,Caxias do Sul LDB U22,27,11,87,62,,,87,62
6976018,2023-07-26 20:15:00,Coritiba/Thalia LDB U22,Vasco da Gama/Tijuca LDB U22,21,18,55,76,,,55,76
6976016,2023-07-26 19:45:00,Praia Clube/Gabarito LDB U22,Sao Jose U22,14,21,91,86,,,91,86
6976012,2023-07-26 18:00:00,Caxias do Sul LDB U22,Paulistano U22,18,21,59,70,,,59,70
6976009,2023-07-26 17:30:00,BRB/Brasilia LDB U22,Flamengo U22,12,18,56,80,,,56,80
6976013,2023-07-26 15:45:00,Uniao Corinthians LDB U22,Rio Claro/ABDC LDB U22,20,33,83,99,,,83,99
6976017,2023-07-26 15:15:00,Unifacisa LDB U22,Botafogo RJ U22,28,17,90,72,,,90,72
6976011,2023-07-26 13:30:00,IVV/CETAF LDB U22,Corinthians U22,10,24,41,67,,,41,67
6976010,2023-07-26 13:00:00,Cerrado Basquete LDB U22,Mogi Basquete LDB U22,16,21,60,71,,,60,71
6976015,2023-07-26 11:15:00,Pato Basquete LDB U22,Franca U22,3,26,53,79,,,53,79
6976014,2023-07-26 10:45:00,Minas LDB U22,Pinheiros U22,7,15,45,63,,,45,63
6976008,2023-07-26 09:00:00,AABJ/Basquete Joinville U22,Sao Paulo LDB U22,11,19,9,16,74,81,74,81
6976007,2023-07-26 08:30:00,Basquete Cearense LDB U22,Bauru LDB U22,17,7,47,72,,,47,72
6969585,2023-07-25 20:15:00,Vasco da Gama/Tijuca LDB U22,Uniao Corinthians LDB U22,15,18,76,64,,,76,64
6969582,2023-07-25 19:45:00,Sao Jose U22,Unifacisa LDB U22,19,14,82,43,,,82,43
6969576,2023-07-25 18:00:00,Paulistano U22,Coritiba/Thalia LDB U22,18,13,72,58,,,72,58
6969575,2023-07-25 17:30:00,Botafogo RJ U22,Cerrado Basquete LDB U22,16,18,99,45,,,99,45
6969581,2023-07-25 15:45:00,Rio Claro/ABDC LDB U22,Pato Basquete LDB U22,13,17,50,63,,,50,63
6969580,2023-07-25 15:15:00,Mogi Basquete LDB U22,BRB/Brasilia LDB U22,26,8,89,56,,,89,56
6969583,2023-07-25 13:30:00,Sao Paulo LDB U22,Caxias do Sul LDB U22,12,26,54,82,,,54,82
6969574,2023-07-25 13:00:00,Bauru LDB U22,Praia Clube/Gabarito LDB U22,20,14,63,72,,,63,72
6969584,2023-07-25 11:15:00,Franca U22,IVV/CETAF LDB U22,15,9,64,27,,,64,27
6969578,2023-07-25 10:45:00,Pinheiros U22,Basquete Cearense LDB U22,31,21,109,49,,,109,49
6969577,2023-07-25 09:00:00,Corinthians U22,AABJ/Basquete Joinville U22,23,11,118,66,,,118,66
6969579,2023-07-25 08:30:00,Flamengo U22,Minas LDB U22,3,23,50,81,,,50,81
6963455,2023-07-24 20:15:00,Pato Basquete LDB U22,Vasco da Gama/Tijuca LDB U22,34,12,77,52,,,77,52
6963448,2023-07-24 19:45:00,Cerrado Basquete LDB U22,Sao Jose U22,12,24,54,81,,,54,81
6963451,2023-07-24 18:00:00,Uniao Corinthians LDB U22,Paulistano U22,18,24,37,108,,,37,108
6963454,2023-07-24 17:30:00,Unifacisa LDB U22,Bauru LDB U22,8,20,49,62,,,49,62
6963449,2023-07-24 15:45:00,Coritiba/Thalia LDB U22,Sao Paulo LDB U22,20,13,70,67,,,70,67
6963453,2023-07-24 15:15:00,Praia Clube/Gabarito LDB U22,Pinheiros U22,14,22,50,77,,,50,77
6963450,2023-07-24 13:30:00,Caxias do Sul LDB U22,Corinthians U22,18,23,74,78,,,74,78
6963452,2023-07-24 13:00:00,Minas LDB U22,Mogi Basquete LDB U22,23,18,71,58,,,71,58
6963446,2023-07-24 11:15:00,AABJ/Basquete Joinville U22,Franca U22,21,19,64,86,,,64,86
6963447,2023-07-24 10:45:00,BRB/Brasilia LDB U22,Botafogo RJ U22,18,13,78,82,,,78,82
6961785,2023-07-24 09:00:00,IVV/CETAF LDB U22,Rio Claro/ABDC LDB U22,14,21,70,65,,,70,65
6961784,2023-07-24 08:30:00,Basquete Cearense LDB U22,Flamengo U22,16,28,67,87,,,67,87
6955950,2023-07-22 20:15:00,Rio Claro/ABDC LDB U22,AABJ/Basquete Joinville U22,20,13,63,73,,,63,73
6955949,2023-07-22 19:45:00,Botafogo RJ U22,Minas LDB U22,14,16,60,71,,,60,71
6955947,2023-07-22 18:00:00,Paulistano U22,Pato Basquete LDB U22,11,9,68,60,,,68,60
6955948,2023-07-22 17:30:00,Sao Jose U22,BRB/Brasilia LDB U22,26,19,88,56,,,88,56
6955822,2023-07-22 15:45:00,Sao Paulo LDB U22,Uniao Corinthians LDB U22,13,23,79,73,,,79,73
6955820,2023-07-22 15:15:00,Bauru LDB U22,Cerrado Basquete LDB U22,27,16,80,50,,,80,50
6955824,2023-07-22 13:30:00,Vasco da Gama/Tijuca LDB U22,IVV/CETAF LDB U22,11,13,59,49,,,59,49
6955821,2023-07-22 13:00:00,Flamengo U22,Praia Clube/Gabarito LDB U22,15,23,56,69,,,56,69
6955823,2023-07-22 11:15:00,Franca U22,Caxias do Sul LDB U22,16,13,61,69,,,61,69
6955712,2023-07-22 10:45:00,Mogi Basquete LDB U22,Basquete Cearense LDB U22,18,13,71,59,,,71,59
6955710,2023-07-22 09:00:00,Corinthians U22,Coritiba/Thalia LDB U22,23,25,90,82,,,90,82
6955711,2023-07-22 08:30:00,Pinheiros U22,Unifacisa LDB U22,19,14,89,48,,,89,48
6953885,2023-07-21 20:14:11,Pato Basquete LDB U22,Sao Paulo LDB U22,13,15,67,62,,,67,62
6950708,2023-07-21 19:45:00,Minas LDB U22,Sao Jose U22,20,21,71,67,,,71,67
6950707,2023-07-21 18:00:00,IVV/CETAF LDB U22,Paulistano U22,9,10,35,85,,,35,85
6950706,2023-07-21 17:30:00,BRB/Brasilia LDB U22,Bauru LDB U22,16,25,60,80,,,60,80
6950705,2023-07-21 15:45:00,AABJ/Basquete Joinville U22,Vasco da Gama/Tijuca LDB U22,10,29,61,100,,,61,100
6950704,2023-07-21 15:15:00,Basquete Cearense LDB U22,Botafogo RJ U22,22,11,64,79,,,64,79
6950703,2023-07-21 13:30:00,Uniao Corinthians LDB U22,Corinthians U22,18,20,65,89,,,65,89
6950702,2023-07-21 13:00:00,Unifacisa LDB U22,Flamengo U22,17,12,61,44,,,61,44
6950701,2023-07-21 11:15:00,Coritiba/Thalia LDB U22,Franca U22,10,15,66,79,,,66,79
6950700,2023-07-21 10:45:00,Cerrado Basquete LDB U22,Pinheiros U22,5,33,46,101,,,46,101
6948300,2023-07-21 09:00:00,Caxias do Sul LDB U22,Rio Claro/ABDC LDB U22,20,15,44,41,,,44,41
6948299,2023-07-21 08:30:00,Praia Clube/Gabarito LDB U22,Mogi Basquete LDB U22,19,12,61,63,,,61,63
6941038,2023-07-20 20:15:00,Sao Paulo LDB U22,IVV/CETAF LDB U22,13,16,56,51,,,56,51
6941037,2023-07-20 19:45:00,Sao Jose U22,Basquete Cearense LDB U22,34,6,100,61,,,100,61
6941006,2023-07-20 18:00:00,Paulistano U22,AABJ/Basquete Joinville U22,23,12,97,57,,,97,57
6941005,2023-07-20 17:30:00,Bauru LDB U22,Minas LDB U22,9,17,71,70,,,71,70
6941007,2023-07-20 15:45:00,Franca U22,Uniao Corinthians LDB U22,25,17,103,57,,,103,57
6940909,2023-07-20 15:15:00,Flamengo U22,Cerrado Basquete LDB U22,11,12,74,35,,,74,35
6940866,2023-07-20 13:30:00,Rio Claro/ABDC LDB U22,Coritiba/Thalia LDB U22,13,16,70,62,,,70,62
6940840,2023-07-20 13:00:00,Mogi Basquete LDB U22,Unifacisa LDB U22,14,15,68,70,,,68,70
6940839,2023-07-20 11:15:00,Vasco da Gama/Tijuca LDB U22,Caxias do Sul LDB U22,12,24,69,84,,,69,84
6940610,2023-07-20 10:45:00,Pinheiros U22,BRB/Brasilia LDB U22,15,2,83,39,,,83,39
6940609,2023-07-20 09:00:00,Corinthians U22,Pato Basquete LDB U22,16,14,51,60,,,51,60
6940608,2023-07-20 08:30:00,Botafogo RJ U22,Praia Clube/Gabarito LDB U22,19,19,66,68,,,66,68
6812520,2023-06-23 19:30:00,Cerrado Basquete LDB U22,BRB/Brasilia LDB U22,16,25,77,87,,,77,87
6812450,2023-06-23 17:15:00,Unifacisa LDB U22,Minas LDB U22,18,23,63,67,,,63,67
6812449,2023-06-23 15:00:00,Praia Clube/Gabarito LDB U22,Basquete Cearense LDB U22,22,19,93,75,,,93,75
6812299,2023-06-23 13:30:00,Corinthians U22,Paulistano U22,13,21,65,76,,,65,76
6812270,2023-06-23 11:15:00,Sao Paulo LDB U22,Vasco da Gama/Tijuca LDB U22,10,13,55,69,,,55,69
6812258,2023-06-23 09:00:00,Rio Claro/ABDC LDB U22,Franca U22,17,19,69,81,,,69,81
6806376,2023-06-22 19:30:00,Minas LDB U22,Cerrado Basquete LDB U22,33,2,119,50,,,119,50
6806322,2023-06-22 17:15:00,BRB/Brasilia LDB U22,Praia Clube/Gabarito LDB U22,19,20,62,88,,,62,88
6806301,2023-06-22 15:00:00,Basquete Cearense LDB U22,Unifacisa LDB U22,9,14,43,65,,,43,65
6804825,2023-06-22 13:30:00,Franca U22,Corinthians U22,11,15,67,74,,,67,74
6804824,2023-06-22 11:15:00,Vasco da Gama/Tijuca LDB U22,Rio Claro/ABDC LDB U22,13,20,69,61,,,69,61
6804823,2023-06-22 09:00:00,Paulistano U22,Sao Paulo LDB U22,17,14,76,29,,,76,29
6802043,2023-06-21 19:00:00,Caxias do Sul LDB U22,Pato Basquete LDB U22,20,5,67,63,,,67,63
6802042,2023-06-21 16:45:00,IVV/CETAF LDB U22,AABJ/Basquete Joinville U22,16,11,64,58,,,64,58
6802041,2023-06-21 14:30:00,Coritiba/Thalia LDB U22,Uniao Corinthians LDB U22,16,16,92,71,,,92,71
6798129,2023-06-20 19:30:00,Sao Jose U22,Mogi Basquete LDB U22,24,17,92,60,,,92,60
6797893,2023-06-20 19:30:00,Cerrado Basquete LDB U22,Praia Clube/Gabarito LDB U22,13,34,72,92,,,72,92
6794066,2023-06-20 19:00:00,AABJ/Basquete Joinville U22,Caxias do Sul LDB U22,23,16,65,85,,,65,85
6798115,2023-06-20 17:15:00,Minas LDB U22,Basquete Cearense LDB U22,24,16,102,55,,,102,55
6797722,2023-06-20 17:15:00,Bauru LDB U22,Botafogo RJ U22,17,16,77,65,,,77,65
6794693,2023-06-20 16:45:00,Pato Basquete LDB U22,Coritiba/Thalia LDB U22,24,9,82,71,,,82,71
6797673,2023-06-20 15:00:00,Unifacisa LDB U22,BRB/Brasilia LDB U22,8,17,57,47,,,57,47
6797628,2023-06-20 15:00:00,Flamengo U22,Pinheiros U22,12,23,77,84,,,77,84
6794824,2023-06-20 14:30:00,Uniao Corinthians LDB U22,IVV/CETAF LDB U22,18,21,57,68,,,57,68
6797554,2023-06-20 13:30:00,Corinthians U22,Sao Paulo LDB U22,23,17,80,54,,,80,54
6797356,2023-06-20 11:15:00,Franca U22,Vasco da Gama/Tijuca LDB U22,15,15,66,60,,,66,60
6797559,2023-06-20 09:00:00,Rio Claro/ABDC LDB U22,Paulistano U22,6,18,42,93,,,42,93
6793221,2023-06-19 19:30:00,Mogi Basquete LDB U22,Bauru LDB U22,19,12,68,66,,,68,66
6793220,2023-06-19 17:15:00,Pinheiros U22,Sao Jose U22,28,17,97,84,,,97,84
6793219,2023-06-19 15:00:00,Botafogo RJ U22,Flamengo U22,17,16,61,62,,,61,62
6790114,2023-06-18 19:00:00,Pato Basquete LDB U22,IVV/CETAF LDB U22,17,21,78,70,,,78,70
6790113,2023-06-18 16:45:00,Coritiba/Thalia LDB U22,Caxias do Sul LDB U22,7,12,53,54,,,53,54
6786373,2023-06-17 19:30:00,Pinheiros U22,Mogi Basquete LDB U22,31,14,96,66,,,96,66
6786372,2023-06-17 17:15:00,Flamengo U22,Bauru LDB U22,14,14,54,73,,,54,73
6786383,2023-06-17 15:00:00,Sao Jose U22,Botafogo RJ U22,19,19,73,67,,,73,67
5699289,2022-10-01 18:00:00,Sao Jose U22,Pinheiros U22,10,16,77,80,,,77,80
5699198,2022-10-01 15:45:00,Corinthians U22,Paulistano U22,21,12,72,62,,,72,62
5699197,2022-10-01 13:30:00,Sao Paulo LDB U22,Cerrado Basquete LDB U22,29,21,86,66,,,86,66
5699196,2022-10-01 11:15:00,Praia Clube/Gabarito LDB U22,Bauru LDB U22,19,19,61,75,,,61,75
5694537,2022-09-30 15:45:00,Paulistano U22,Pinheiros U22,10,25,73,80,,,73,80
5694319,2022-09-30 13:30:00,Corinthians U22,Sao Jose U22,20,15,66,70,,,66,70
5694320,2022-09-30 11:15:00,Cerrado Basquete LDB U22,Bauru LDB U22,10,14,81,68,,,81,68
5694318,2022-09-30 09:00:00,Praia Clube/Gabarito LDB U22,Sao Paulo LDB U22,23,22,81,85,,,81,85
5684963,2022-09-28 16:45:00,Pinheiros U22,Corinthians U22,13,19,69,77,,,69,77
5684962,2022-09-28 14:30:00,Bauru LDB U22,Praia Clube/Gabarito LDB U22,12,25,65,75,,,65,75
5684887,2022-09-28 12:15:00,Paulistano U22,Sao Jose U22,21,14,68,66,,,68,66
5684888,2022-09-28 10:00:00,Sao Paulo LDB U22,Cerrado Basquete LDB U22,22,18,69,70,,,69,70
5681272,2022-09-27 18:00:00,Bauru LDB U22,Pinheiros U22,12,30,72,89,,,72,89
5681220,2022-09-27 15:45:00,Praia Clube/Gabarito LDB U22,Corinthians U22,20,21,61,80,,,61,80
5681178,2022-09-27 13:30:00,Sao Paulo LDB U22,Paulistano U22,8,13,35,70,,,35,70
5681177,2022-09-27 10:00:00,Cerrado Basquete LDB U22,Sao Jose U22,14,14,61,75,,,61,75
5673001,2022-09-26 18:00:00,Pinheiros U22,Praia Clube/Gabarito LDB U22,26,21,97,82,,,97,82
5673000,2022-09-26 15:45:00,Corinthians U22,Bauru LDB U22,20,14,93,58,,,93,58
5672999,2022-09-26 13:30:00,Paulistano U22,Cerrado Basquete LDB U22,15,13,74,52,,,74,52
5673002,2022-09-26 11:15:00,Sao Jose U22,Sao Paulo LDB U22,21,8,93,59,,,93,59
5551214,2022-08-30 19:45:00,Botafogo RJ U22,Bauru LDB U22,9,21,59,81,,,59,81
5551149,2022-08-30 17:30:00,Cerrado Basquete LDB U22,Paulistano U22,17,19,60,77,,,60,77
5551090,2022-08-30 15:15:00,Uniao Corinthians LDB U22,Rio Claro/ABDC LDB U22,10,15,17,11,73,67,73,67
5550895,2022-08-30 13:00:00,Caxias do Sul LDB U22,Corinthians U22,23,28,80,85,,,80,85
5550802,2022-08-30 10:45:00,Vasco da Gama/Tijuca LDB U22,Basquete Cearense LDB U22,15,24,73,92,,,73,92
5550763,2022-08-30 08:30:00,Coritiba/Thalia LDB U22,Franca U22,12,12,67,76,,,67,76
5546721,2022-08-29 19:45:00,Rio Claro/ABDC LDB U22,Botafogo RJ U22,22,9,72,60,,,72,60
5546625,2022-08-29 17:30:00,Paulistano U22,Caxias do Sul LDB U22,17,15,76,64,,,76,64
5546624,2022-08-29 15:15:00,Bauru LDB U22,Cerrado Basquete LDB U22,14,9,70,59,,,70,59
5546573,2022-08-29 13:00:00,Franca U22,Vasco da Gama/Tijuca LDB U22,26,16,90,72,,,90,72
5546572,2022-08-29 10:45:00,Corinthians U22,Coritiba/Thalia LDB U22,16,15,69,59,,,69,59
5544583,2022-08-29 08:30:00,Basquete Cearense LDB U22,Uniao Corinthians LDB U22,31,18,112,72,,,112,72
5537505,2022-08-28 19:45:00,Cerrado Basquete LDB U22,Rio Claro/ABDC LDB U22,17,21,59,72,,,59,72
5537506,2022-08-28 17:30:00,Caxias do Sul LDB U22,Franca U22,19,7,66,60,,,66,60
5537388,2022-08-28 15:15:00,Vasco da Gama/Tijuca LDB U22,Corinthians U22,15,22,67,72,,,67,72
5537389,2022-08-28 13:00:00,Coritiba/Thalia LDB U22,Bauru LDB U22,12,12,64,57,,,64,57
5537306,2022-08-28 10:45:00,Botafogo RJ U22,Basquete Cearense LDB U22,14,17,72,77,,,72,77
5537240,2022-08-28 08:30:00,Uniao Corinthians LDB U22,Paulistano U22,8,14,47,70,,,47,70
5537119,2022-08-27 18:00:00,Praia Clube/Gabarito LDB U22,Sao Jose U22,23,26,74,78,,,74,78
5537070,2022-08-27 15:45:00,Campo Mourao LDB U22,Pato Basquete LDB U22,15,19,61,72,,,61,72
5536977,2022-08-27 13:30:00,Flamengo U22,Sao Paulo LDB U22,12,24,65,68,,,65,68
5536849,2022-08-27 11:15:00,Minas LDB U22,Mogi Basquete LDB U22,17,21,90,75,,,90,75
5536838,2022-08-27 09:00:00,BRB/Brasilia LDB U22,Unifacisa LDB U22,21,22,61,74,,,61,74
5531269,2022-08-26 19:45:00,Franca U22,Cerrado Basquete LDB U22,27,27,81,91,,,81,91
5531200,2022-08-26 18:00:00,Pinheiros U22,Campo Mourao LDB U22,15,10,84,44,,,84,44
5531143,2022-08-26 17:30:00,Paulistano U22,Vasco da Gama/Tijuca LDB U22,21,12,79,49,,,79,49
5531144,2022-08-26 15:45:00,Mogi Basquete LDB U22,Flamengo U22,20,29,65,87,,,65,87
5530968,2022-08-26 15:15:00,Corinthians U22,Botafogo RJ U22,16,14,76,63,,,76,63
5530969,2022-08-26 13:30:00,Pato Basquete LDB U22,Praia Clube/Gabarito LDB U22,10,21,65,95,,,65,95
5530800,2022-08-26 13:00:00,Basquete Cearense LDB U22,Coritiba/Thalia LDB U22,20,12,10,0,78,68,78,68
5530538,2022-08-26 11:15:00,Sao Jose U22,BRB/Brasilia LDB U22,23,14,90,59,,,90,59
5530439,2022-08-26 10:45:00,Rio Claro/ABDC LDB U22,Caxias do Sul LDB U22,6,22,43,69,,,43,69
5530132,2022-08-26 09:00:00,Sao Paulo LDB U22,Minas LDB U22,15,21,86,75,,,86,75
5530131,2022-08-26 08:30:00,Bauru LDB U22,Uniao Corinthians LDB U22,13,6,72,54,,,72,54
5525868,2022-08-25 19:45:00,Botafogo RJ U22,Franca U22,12,22,70,84,,,70,84
5517746,2022-08-25 18:00:00,Flamengo U22,Pinheiros U22,20,15,68,63,,,68,63
5525791,2022-08-25 17:30:00,Coritiba/Thalia LDB U22,Paulistano U22,3,24,54,83,,,54,83
5517745,2022-08-25 15:45:00,Campo Mourao LDB U22,Unifacisa LDB U22,28,20,62,55,,,62,55
5525659,2022-08-25 15:15:00,Cerrado Basquete LDB U22,Basquete Cearense LDB U22,18,18,81,75,,,81,75
5517720,2022-08-25 13:30:00,Minas LDB U22,Sao Jose U22,22,21,62,87,,,62,87
5525559,2022-08-25 13:00:00,Caxias do Sul LDB U22,Bauru LDB U22,16,15,56,61,,,56,61
5517719,2022-08-25 11:15:00,BRB/Brasilia LDB U22,Pato Basquete LDB U22,25,19,65,68,,,65,68
5525560,2022-08-25 10:45:00,Uniao Corinthians LDB U22,Corinthians U22,16,25,72,95,,,72,95
5517687,2022-08-25 09:00:00,Praia Clube/Gabarito LDB U22,Sao Paulo LDB U22,17,21,70,77,,,70,77
5525349,2022-08-25 08:30:00,Vasco da Gama/Tijuca LDB U22,Rio Claro/ABDC LDB U22,23,23,74,78,,,74,78
5514657,2022-08-24 19:45:00,Basquete Cearense LDB U22,Caxias do Sul LDB U22,15,20,59,56,,,59,56
5514656,2022-08-24 17:30:00,Paulistano U22,Botafogo RJ U22,24,5,74,46,,,74,46
5514540,2022-08-24 15:15:00,Corinthians U22,Cerrado Basquete LDB U22,16,21,70,71,,,70,71
5514539,2022-08-24 13:00:00,Bauru LDB U22,Vasco da Gama/Tijuca LDB U22,15,8,67,57,,,67,57
5514329,2022-08-24 10:45:00,Rio Claro/ABDC LDB U22,Coritiba/Thalia LDB U22,13,12,69,83,,,69,83
5514282,2022-08-24 08:30:00,Franca U22,Uniao Corinthians LDB U22,15,6,68,52,,,68,52
5513152,2022-08-23 18:00:00,Pinheiros U22,Minas LDB U22,23,7,83,60,,,83,60
5513060,2022-08-23 15:45:00,Mogi Basquete LDB U22,Campo Mourao LDB U22,21,20,94,79,,,94,79
5512925,2022-08-23 13:30:00,Unifacisa LDB U22,Praia Clube/Gabarito LDB U22,15,19,43,85,,,43,85
5512765,2022-08-23 11:15:00,Sao Paulo LDB U22,BRB/Brasilia LDB U22,33,11,120,53,,,120,53
5512550,2022-08-23 09:00:00,Pato Basquete LDB U22,Flamengo U22,5,30,64,84,,,64,84
5507491,2022-08-22 18:00:00,Praia Clube/Gabarito LDB U22,Pinheiros U22,16,28,72,85,,,72,85
5507380,2022-08-22 15:45:00,BRB/Brasilia LDB U22,Mogi Das Cruzes U22,24,27,81,107,,,81,107
5507379,2022-08-22 13:30:00,Minas LDB U22,Unifacisa LDB U22,20,21,100,55,,,100,55
5507199,2022-08-22 11:15:00,Flamengo U22,Sao Jose U22,13,11,50,78,,,50,78
5507147,2022-08-22 09:00:00,Campo Mourao LDB U22,Sao Paulo LDB U22,13,32,53,97,,,53,97
5503456,2022-08-21 18:00:00,Pinheiros U22,BRB/Brasilia LDB U22,25,10,85,57,,,85,57
5503455,2022-08-21 15:45:00,Pato Basquete LDB U22,Minas Tenis Clube U22,17,20,66,92,,,66,92
5503122,2022-08-21 13:30:00,Sao Jose U22,Campo Mourao LDB U22,17,14,102,61,,,102,61
5503081,2022-08-21 11:15:00,Mogi Das Cruzes U22,Unitri/Praia Clube U22,19,21,62,84,,,62,84
5503080,2022-08-21 09:00:00,Unifacisa LDB U22,Flamengo U22,16,19,47,99,,,47,99
5388850,2022-07-30 19:30:00,Sao Jose U22,Mogi Basquete LDB U22,21,23,84,72,,,84,72
5388849,2022-07-30 17:15:00,Sao Paulo LDB U22,Pato Basquete LDB U22,19,16,85,63,,,85,63
5388573,2022-07-30 15:00:00,Pinheiros U22,Unifacisa LDB U22,23,13,88,45,,,88,45
5379493,2022-07-29 19:30:00,Mogi Basquete LDB U22,Sao Paulo LDB U22,15,23,65,76,,,65,76
5382783,2022-07-29 15:00:00,Campo Mourao LDB U22,BRB/Brasilia LDB U22,13,13,65,64,,,65,64
5373956,2022-07-27 19:30:00,Mogi Basquete LDB U22,Unifacisa LDB U22,7,15,71,55,,,71,55
5364710,2022-07-26 18:30:00,Corinthians U22,Rio Claro/ABDC LDB U22,15,21,70,69,,,70,69
5365686,2022-07-25 17:15:00,Sao Jose U22,Sao Paulo LDB U22,13,18,81,74,,,81,74
5365347,2022-07-25 15:00:00,Minas LDB U22,Flamengo U22,17,16,56,71,,,56,71
5365331,2022-07-25 15:00:00,Pato Basquete LDB U22,Unifacisa LDB U22,21,20,68,56,,,68,56
5361377,2022-07-24 15:30:00,Corinthians U22,Franca U22,23,16,80,69,,,80,69
5360593,2022-07-24 11:00:00,Basquete Cearense LDB U22,Paulistano U22,9,19,46,87,,,46,87
5356599,2022-07-23 18:30:00,Bauru LDB U22,Corinthians U22,17,14,53,71,,,53,71
5353503,2022-07-23 16:45:00,Caxias do Sul LDB U22,Coritiba/Thalia LDB U22,18,13,63,61,,,63,61
5356240,2022-07-23 16:15:00,Franca U22,Basquete Cearense LDB U22,16,17,69,76,,,69,76
5353502,2022-07-23 14:30:00,Cerrado Basquete LDB U22,Botafogo RJ U22,24,18,84,60,,,84,60
5355547,2022-07-23 14:00:00,Paulistano U22,Rio Claro/ABDC LDB U22,20,2,81,47,,,81,47
5351527,2022-07-22 18:30:00,Corinthians U22,Basquete Cearense LDB U22,8,10,58,51,,,58,51
5343414,2022-07-22 16:45:00,Vasco da Gama/Tijuca LDB U22,Cerrado Basquete LDB U22,15,27,59,82,,,59,82
5351082,2022-07-22 16:15:00,Rio Claro/ABDC LDB U22,Franca U22,5,12,47,64,,,47,64
5343415,2022-07-22 14:30:00,Botafogo RJ U22,Caxias do Sul LDB U22,20,20,65,85,,,65,85
5349893,2022-07-22 14:00:00,Bauru LDB U22,Paulistano U22,15,18,56,60,,,56,60
5339765,2022-07-20 14:30:00,Caxias do Sul LDB U22,Vasco da Gama/Tijuca LDB U22,17,23,75,79,,,75,79
5335083,2022-07-19 19:00:00,Botafogo RJ U22,Stock Med/Unico LDB U22,22,14,68,62,,,68,62
5333994,2022-07-19 14:30:00,Vasco da Gama/Tijuca LDB U22,Coritiba/Thalia LDB U22,23,19,76,68,,,76,68
5329708,2022-07-18 19:00:00,Stock Med/Unico LDB U22,Caxias do Sul LDB U22,12,18,62,77,,,62,77
5330148,2022-07-18 14:30:00,Botafogo RJ U22,Vasco da Gama/Tijuca LDB U22,12,20,52,60,,,52,60
4144568,2021-10-02 18:00:00,Pinheiros U22,Paulistano U22,19,14,70,61,,,70,61
4144549,2021-10-02 15:45:00,Minas LDB U22,Franca U22,15,16,63,73,,,63,73
4144442,2021-10-02 13:30:00,Cerrado Basquete LDB U22,Sao Paulo LDB U22,25,23,87,91,,,87,91
4144419,2021-10-02 11:15:00,Corinthians U22,Rio Claro/ABDC LDB U22,12,15,70,69,,,70,69
4139745,2021-10-01 18:00:00,Paulistano U22,Franca U22,15,16,73,65,,,73,65
4139744,2021-10-01 15:45:00,Pinheiros U22,Minas LDB U22,19,17,84,63,,,84,63
4139743,2021-10-01 13:30:00,Rio Claro/ABDC LDB U22,Sao Paulo LDB U22,18,23,72,81,,,72,81
4139742,2021-10-01 11:15:00,Cerrado Basquete LDB U22,Corinthians U22,24,24,9,5,88,84,88,84
4131051,2021-09-29 18:00:00,Paulistano U22,Cerrado Basquete LDB U22,12,14,67,60,,,67,60
4131043,2021-09-29 15:45:00,Minas LDB U22,Sao Paulo LDB U22,30,22,93,86,,,93,86
4130976,2021-09-29 13:30:00,Franca U22,Pinheiros U22,17,28,50,120,,,50,120
4130839,2021-09-29 11:15:00,Corinthians U22,Rio Claro/ABDC LDB U22,19,23,63,75,,,63,75
4126433,2021-09-28 18:00:00,Paulistano U22,Minas LDB U22,24,15,77,64,,,77,64
4126376,2021-09-28 15:45:00,Cerrado Basquete LDB U22,Sao Paulo LDB U22,16,27,76,66,,,76,66
4126360,2021-09-28 13:30:00,Corinthians U22,Pinheiros U22,6,19,53,103,,,53,103
4126246,2021-09-28 11:15:00,Rio Claro/ABDC LDB U22,Franca U22,14,18,58,80,,,58,80
4118576,2021-09-27 20:15:00,Franca U22,Corinthians U22,24,10,79,56,,,79,56
