event_id,date,home_team,away_team,home_q1,away_q1,home_final,away_final,odd_id,handicap,home_od,away_od,add_time,time_str,odd_id_3,handicap_3,over_od_3,under_od_3,add_time_3,time_str_3,odd_id_8,handicap_8,home_od_8,away_od_8,add_time_8,time_str_8
6798129,2023-06-20 19:30:00,Sao Jose U22,Mogi Basquete LDB U22,24.0,17.0,92.0,60.0,81393453,-12.5,1.800,1.869,1687300260,,106347734,144.5,1.833,1.833,1687300260,,23312067,-3.5,1.833,1.833,1687297066,
6797893,2023-06-20 19:30:00,Cerrado Basquete LDB U22,Praia Clube/Gabarito LDB U22,13.0,34.0,72.0,92.0,81393487,+36.5,2.100,1.666,1687300298,,106314245,147.5,1.833,1.833,1687256770,,23308125,+11.5,1.833,1.833,1687264103,
6794066,2023-06-20 19:00:00,AABJ/Basquete Joinville U22,Caxias do Sul LDB U22,23.0,16.0,65.0,85.0,81391720,+20.5,1.833,1.833,1687298296,,106244479,127.5,1.833,1.833,1687173391,,23310817,+5.5,1.909,1.769,1687288105,
6798115,2023-06-20 17:15:00,Minas LDB U22,Basquete Cearense LDB U22,24.0,16.0,102.0,55.0,81386815,-27.5,1.666,2.100,1687292001,,106317202,141.5,1.833,1.833,1687260672,,23308123,-8.5,1.833,1.833,1687263884,
6797722,2023-06-20 17:15:00,Bauru LDB U22,Botafogo RJ U22,17.0,16.0,77.0,65.0,81384425,-7.5,1.833,1.833,1687287864,,106312819,135.5,1.833,1.833,1687254334,,23311243,-1.5,1.833,1.833,1687291916,
6794693,2023-06-20 16:45:00,Pato Basquete LDB U22,Coritiba/Thalia LDB U22,24.0,9.0,82.0,71.0,81386075,-3.5,1.833,1.833,1687290411,,106338833,134.5,1.769,1.909,1687289458,,23311014,-0.5,1.769,1.909,1687290411,
6797673,2023-06-20 15:00:00,Unifacisa LDB U22,BRB/Brasilia LDB U22,8.0,17.0,57.0,47.0,81382196,-27.5,1.909,1.769,1687284211,,106335097,141.5,1.833,1.833,1687284211,,23310270,-7.5,1.800,1.869,1687284211,
6797628,2023-06-20 15:00:00,Flamengo U22,Pinheiros U22,12.0,23.0,77.0,84.0,81382105,+33.5,1.769,1.909,1687284083,,106334449,151.5,1.833,1.833,1687282930,,23310172,+9.5,1.833,1.833,1687283279,
6794824,2023-06-20 14:30:00,Uniao Corinthians LDB U22,IVV/CETAF LDB U22,18.0,21.0,57.0,68.0,81380581,-1.5,1.869,1.800,1687281057,,106253973,134.5,1.833,1.833,1687184732,,23310061,-0.5,1.869,1.800,1687282090,
6797554,2023-06-20 13:30:00,Corinthians U22,Sao Paulo LDB U22,23.0,17.0,80.0,54.0,81366620,-29.5,1.714,2.000,1687260616,,106317047,133.5,1.625,2.200,1687260484,,23307798,-8.5,1.769,1.909,1687260616,
6797356,2023-06-20 11:15:00,Franca U22,Vasco da Gama/Tijuca LDB U22,15.0,15.0,66.0,60.0,81370971,-12.5,1.714,2.000,1687267141,,106308246,143.5,1.833,1.833,1687248647,,23308486,-3.5,1.769,1.909,1687267141,
6797559,2023-06-20 09:00:00,Rio Claro/ABDC LDB U22,Paulistano U22,6.0,18.0,42.0,93.0,81367662,+31.5,2.000,1.714,1687262191,,106318310,131.5,1.833,1.833,1687262191,,23307682,+9.5,1.833,1.833,1687259551,
6793221,2023-06-19 19:30:00,Mogi Basquete LDB U22,Bauru LDB U22,19.0,12.0,68.0,66.0,81291695,-4.5,1.869,1.800,1687160136,,106231661,136.5,1.833,1.833,1687160136,,23302099,-0.5,1.714,2.000,1687213630,
6793220,2023-06-19 17:15:00,Pinheiros U22,Sao Jose U22,28.0,17.0,97.0,84.0,81318915,-16.5,1.833,1.833,1687198370,,106231652,157.5,1.833,1.833,1687160131,,23300792,-4.5,1.833,1.833,1687198370,
6793219,2023-06-19 15:00:00,Botafogo RJ U22,Flamengo U22,17.0,16.0,61.0,62.0,81318655,-5.5,1.769,1.909,1687197146,,106231725,138.5,1.833,1.833,1687160176,,23300669,-1.5,1.800,1.869,1687196051,
6790114,2023-06-18 19:00:00,Pato Basquete LDB U22,IVV/CETAF LDB U22,17.0,21.0,78.0,70.0,81266230,-24.5,1.833,1.833,1687125574,,106202281,128.5,1.833,1.833,1687125574,,23294769,-6.5,1.714,2.000,1687125701,
6790113,2023-06-18 16:45:00,Coritiba/Thalia LDB U22,Caxias do Sul LDB U22,7.0,12.0,53.0,54.0,81262054,+11.5,1.800,1.869,1687117121,,106171588,137.5,1.909,1.769,1687083355,,23293487,+2.5,1.909,1.769,1687117121,
6786373,2023-06-17 19:30:00,Pinheiros U22,Mogi Basquete LDB U22,31.0,14.0,96.0,66.0,81199365,-25.5,1.625,2.200,1687040887,,106121473,149.5,1.714,2.000,1687040887,,23273993,-7.5,1.714,2.000,1687040887,
6786372,2023-06-17 17:15:00,Flamengo U22,Bauru LDB U22,14.0,14.0,54.0,73.0,81194119,+1.5,2.250,1.571,1687032753,,106115159,142.5,2.250,1.571,1687032753,,23272782,+0.5,2.000,1.714,1687032753,
6786383,2023-06-17 15:00:00,Sao Jose U22,Botafogo RJ U22,19.0,19.0,73.0,67.0,81183178,-21.5,1.833,1.833,1687015162,,106102601,147.5,1.833,1.833,1687015162,,23271092,-6.5,1.869,1.800,1687024477,
5699289,2022-10-01 18:00:00,Sao Jose U22,Pinheiros U22,10.0,16.0,77.0,80.0,65088099,+4.5,1.833,1.833,1664663361,,85628374,143.5,1.833,1.833,1664663361,,18862894,+0.5,2.000,1.714,1664657469,
5699198,2022-10-01 15:45:00,Corinthians U22,Paulistano U22,21.0,12.0,72.0,62.0,65085404,+4.5,1.833,1.833,1664654873,,85624845,133.5,1.833,1.833,1664654873,,18852938,+1.5,1.800,1.869,1664612628,
5699197,2022-10-01 13:30:00,Sao Paulo LDB U22,Cerrado Basquete LDB U22,29.0,21.0,86.0,66.0,65075918,+1.5,1.833,1.833,1664643693,,85612638,139.5,1.833,1.833,1664643693,,18853022,+0.5,1.833,1.833,1664613129,
5699196,2022-10-01 11:15:00,Praia Clube/Gabarito LDB U22,Bauru LDB U22,19.0,19.0,61.0,75.0,65061325,-10.5,1.833,1.833,1664613117,,85600447,142.5,1.833,1.833,1664623014,,18853021,-2.5,1.769,1.909,1664613117,
5694537,2022-09-30 15:45:00,Paulistano U22,Pinheiros U22,10.0,25.0,73.0,80.0,65017170,-8.5,1.833,1.833,1664532203,,85532144,135.5,1.833,1.833,1664532203,,18840940,-2.5,1.833,1.833,1664533625,
5694319,2022-09-30 13:30:00,Corinthians U22,Sao Jose U22,20.0,15.0,66.0,70.0,65028385,-4.5,2.000,1.714,1664555453,,85530284,142.5,1.833,1.833,1664528047,,18843331,-0.5,1.769,1.909,1664555453,
5694320,2022-09-30 11:15:00,Cerrado Basquete LDB U22,Bauru LDB U22,10.0,14.0,81.0,68.0,65015777,-7.5,1.714,2.000,1664528154,,85541878,136.5,1.833,1.833,1664547772,,18840915,-2.5,1.833,1.833,1664533192,
5694318,2022-09-30 09:00:00,Praia Clube/Gabarito LDB U22,Sao Paulo LDB U22,23.0,22.0,81.0,85.0,65020033,-3.5,2.000,1.714,1664538992,,85530518,144.5,1.833,1.833,1664528571,,18841241,-0.5,1.833,1.833,1664538992,
5684963,2022-09-28 16:45:00,Pinheiros U22,Corinthians U22,13.0,19.0,69.0,77.0,64961094,+3.5,1.869,1.800,1664394340,,85452294,144.5,1.833,1.833,1664394340,,18831669,+0.5,1.909,1.769,1664394118,
5684962,2022-09-28 14:30:00,Bauru LDB U22,Praia Clube/Gabarito LDB U22,12.0,25.0,65.0,75.0,64955802,+16.5,2.100,1.666,1664386803,,85445382,138.5,1.833,1.833,1664386803,,18829461,+2.5,2.100,1.666,1664385655,
5684887,2022-09-28 12:15:00,Paulistano U22,Sao Jose U22,21.0,14.0,68.0,66.0,64950560,-8.5,1.833,1.833,1664380669,,85438140,133.5,1.833,1.833,1664380669,,18827138,-1.5,1.714,2.000,1664377825,
5684888,2022-09-28 10:00:00,Sao Paulo LDB U22,Cerrado Basquete LDB U22,22.0,18.0,69.0,70.0,64945889,+10.5,1.833,1.833,1664370044,,85432174,139.5,1.833,1.833,1664370044,,18826406,+2.5,2.000,1.714,1664369665,
5681272,2022-09-27 18:00:00,Bauru LDB U22,Pinheiros U22,12.0,30.0,72.0,89.0,64930036,+22.5,2.100,1.666,1664318563,,85412649,137.5,1.833,1.833,1664318563,,18822208,+6.5,2.000,1.714,1664289042,
5681220,2022-09-27 15:45:00,Praia Clube/Gabarito LDB U22,Corinthians U22,20.0,21.0,61.0,80.0,64925335,+15.5,1.909,1.769,1664304835,,85407617,145.5,1.833,1.833,1664304835,,18822289,+4.5,1.833,1.833,1664290054,
5681178,2022-09-27 13:30:00,Sao Paulo LDB U22,Paulistano U22,8.0,13.0,35.0,70.0,64913159,+14.5,1.833,1.833,1664270237,,85394262,138.5,1.833,1.833,1664270237,,18822842,+3.5,1.909,1.769,1664295662,
5681177,2022-09-27 10:00:00,Cerrado Basquete LDB U22,Sao Jose U22,14.0,14.0,61.0,75.0,64913197,+18.5,1.833,1.833,1664270318,,85399752,144.5,1.833,1.833,1664283272,,18821501,+5.5,1.833,1.833,1664275096,
5673001,2022-09-26 18:00:00,Pinheiros U22,Praia Clube/Gabarito LDB U22,26.0,21.0,97.0,82.0,64894544,-12.5,1.769,1.909,1664220496,,85307594,143.5,1.833,1.833,1664089600,,18818884,-3.5,1.800,1.869,1664220496,
5673000,2022-09-26 15:45:00,Corinthians U22,Bauru LDB U22,20.0,14.0,93.0,58.0,64892958,-14.5,1.769,1.909,1664216382,,85307619,131.5,1.833,1.833,1664089659,,18818229,-3.5,1.714,2.000,1664209677,
5672999,2022-09-26 13:30:00,Paulistano U22,Cerrado Basquete LDB U22,15.0,13.0,74.0,52.0,64890775,-16.5,1.769,1.909,1664210295,,85363548,138.5,1.833,1.833,1664210295,,18818104,-4.5,1.769,1.909,1664207782,
5673002,2022-09-26 11:15:00,Sao Jose U22,Sao Paulo LDB U22,21.0,8.0,93.0,59.0,64886432,-6.5,1.833,1.833,1664199939,,85307630,147.5,1.833,1.833,1664089689,,18817461,-1.5,1.769,1.909,1664199939,
5551214,2022-08-30 19:45:00,Botafogo RJ U22,Bauru LDB U22,9.0,21.0,59.0,81.0,64094857,+11.5,1.769,1.909,1661902978,,84296649,130.5,1.833,1.833,1661902978,,18669459,+2.5,1.909,1.769,1661896718,
5551149,2022-08-30 17:30:00,Cerrado Basquete LDB U22,Paulistano U22,17.0,19.0,60.0,77.0,64090646,+12.5,1.769,1.909,1661891787,,84290980,137.5,1.833,1.833,1661891787,,18669112,+4.5,1.666,2.100,1661891382,
5551090,2022-08-30 15:15:00,Uniao Corinthians LDB U22,Rio Claro/ABDC LDB U22,10.0,15.0,73.0,67.0,64089500,+7.5,1.769,1.909,1661886913,,84289746,140.5,1.833,1.833,1661886913,,18668817,+2.5,1.769,1.909,1661882870,
5550895,2022-08-30 13:00:00,Caxias do Sul LDB U22,Corinthians U22,23.0,28.0,80.0,85.0,64087642,+9.5,1.833,1.833,1661880441,,84287646,133.5,1.909,1.769,1661880441,,18668201,+2.5,1.833,1.833,1661874828,
5550802,2022-08-30 10:45:00,Vasco da Gama/Tijuca LDB U22,Basquete Cearense LDB U22,15.0,24.0,73.0,92.0,64083492,+10.5,1.833,1.833,1661869057,,84282309,144.5,1.833,1.833,1661869057,,18667838,+2.5,1.909,1.769,1661861623,
5550763,2022-08-30 08:30:00,Coritiba/Thalia LDB U22,Franca U22,12.0,12.0,67.0,76.0,64075095,+4.5,1.833,1.833,1661844461,,84270821,136.5,1.833,1.833,1661844461,,18667291,+1.5,1.800,1.869,1661850101,
5546721,2022-08-29 19:45:00,Rio Claro/ABDC LDB U22,Botafogo RJ U22,22.0,9.0,72.0,60.0,64049736,-4.5,1.833,1.833,1661760522,,84237157,133.5,1.833,1.833,1661760522,,18663813,-1.5,1.869,1.800,1661769395,
5546625,2022-08-29 17:30:00,Paulistano U22,Caxias do Sul LDB U22,17.0,15.0,76.0,64.0,64065015,-21.5,1.833,1.833,1661805823,,84257038,127.5,1.833,1.833,1661805823,,18665520,-6.5,1.869,1.800,1661804996,
5546624,2022-08-29 15:15:00,Bauru LDB U22,Cerrado Basquete LDB U22,14.0,9.0,70.0,59.0,64062846,+9.5,1.833,1.833,1661797916,,84254168,138.5,1.833,1.833,1661797916,,18663597,+2.5,1.833,1.833,1661763707,
5546573,2022-08-29 13:00:00,Franca U22,Vasco da Gama/Tijuca LDB U22,26.0,16.0,90.0,72.0,64048862,-8.5,1.833,1.833,1661758028,,84250477,139.5,1.833,1.833,1661788090,,18665000,-0.5,1.769,1.909,1661788090,
5546572,2022-08-29 10:45:00,Corinthians U22,Coritiba/Thalia LDB U22,16.0,15.0,69.0,59.0,64057121,-10.5,1.833,1.833,1661780057,,84247303,136.5,1.833,1.833,1661780057,,18664675,-2.5,1.769,1.909,1661780364,
5544583,2022-08-29 08:30:00,Basquete Cearense LDB U22,Uniao Corinthians LDB U22,31.0,18.0,112.0,72.0,64053433,-17.5,1.833,1.833,1661771195,,84242126,139.5,1.833,1.833,1661771195,,18663879,-4.5,1.769,1.909,1661771195,
5537505,2022-08-28 19:45:00,Cerrado Basquete LDB U22,Rio Claro/ABDC LDB U22,17.0,21.0,59.0,72.0,64041999,-28.5,1.833,1.833,1661727885,,84225917,146.5,1.833,1.833,1661727647,,18662147,-8.5,1.769,1.909,1661724259,
5537506,2022-08-28 17:30:00,Caxias do Sul LDB U22,Franca U22,19.0,7.0,66.0,60.0,64039098,+7.5,1.833,1.833,1661716691,,84176018,134.5,1.833,1.833,1661599253,,18661537,+2.5,1.800,1.869,1661716691,
5537388,2022-08-28 15:15:00,Vasco da Gama/Tijuca LDB U22,Corinthians U22,15.0,22.0,67.0,72.0,64002612,+12.5,1.833,1.833,1661596145,,84174496,139.5,1.833,1.833,1661596145,,18652129,+3.5,1.833,1.833,1661596145,
5537389,2022-08-28 13:00:00,Coritiba/Thalia LDB U22,Bauru LDB U22,12.0,12.0,64.0,57.0,64002301,+14.5,1.833,1.833,1661595577,,84174125,130.5,1.833,1.833,1661595577,,18652152,+3.5,1.909,1.769,1661596348,
5537306,2022-08-28 10:45:00,Botafogo RJ U22,Basquete Cearense LDB U22,14.0,17.0,72.0,77.0,64031264,+11.5,1.769,1.909,1661695366,,84211918,134.5,1.833,1.833,1661695366,,18658218,+3.5,1.769,1.909,1661682439,
5537240,2022-08-28 08:30:00,Uniao Corinthians LDB U22,Paulistano U22,8.0,14.0,47.0,70.0,64027966,+31.5,1.769,1.909,1661685672,,84172687,137.5,1.833,1.833,1661593659,,18658296,+8.5,1.909,1.769,1661685672,
5537119,2022-08-27 18:00:00,Praia Clube/Gabarito LDB U22,Sao Jose U22,23.0,26.0,74.0,78.0,64014658,+6.5,1.833,1.833,1661634977,,84188840,145.5,1.800,1.869,1661634977,,18654973,+2.5,1.769,1.909,1661629928,
5537070,2022-08-27 15:45:00,Campo Mourao LDB U22,Pato Basquete LDB U22,15.0,19.0,61.0,72.0,64012446,-5.5,1.833,1.833,1661627648,,84185935,143.5,1.833,1.833,1661627648,,18652203,-1.5,1.833,1.833,1661596835,
5536977,2022-08-27 13:30:00,Flamengo U22,Sao Paulo LDB U22,12.0,24.0,65.0,68.0,64010018,+5.5,1.909,1.769,1661619787,,84183090,145.5,1.833,1.833,1661619787,,18652289,+1.5,1.869,1.800,1661598051,
5536849,2022-08-27 11:15:00,Minas LDB U22,Mogi Basquete LDB U22,17.0,21.0,90.0,75.0,64002768,-6.5,1.714,2.000,1661596483,,84170503,150.5,1.833,1.833,1661588746,,18652167,-1.5,1.714,2.000,1661596483,
5536838,2022-08-27 09:00:00,BRB/Brasilia LDB U22,Unifacisa LDB U22,21.0,22.0,61.0,74.0,64005060,-7.5,1.833,1.833,1661602288,,84177593,144.5,1.833,1.833,1661602288,,18652173,-1.5,1.714,2.000,1661596527,
5531269,2022-08-26 19:45:00,Franca U22,Cerrado Basquete LDB U22,27.0,27.0,81.0,91.0,63986982,+9.5,1.800,1.869,1661554780,,84152288,140.5,1.833,1.833,1661554780,,18649138,+2.5,1.833,1.833,1661553899,
5531200,2022-08-26 18:00:00,Pinheiros U22,Campo Mourao LDB U22,15.0,10.0,84.0,44.0,63984537,-34.5,1.833,1.833,1661548720,,84148780,142.5,1.833,1.833,1661548720,,18646463,-9.5,1.769,1.909,1661517280,
5531143,2022-08-26 17:30:00,Paulistano U22,Vasco da Gama/Tijuca LDB U22,21.0,12.0,79.0,49.0,63982886,-28.5,1.769,1.909,1661543749,,84146558,137.5,1.769,1.909,1661543749,,18648532,-7.5,1.666,2.100,1661543749,
5531144,2022-08-26 15:45:00,Mogi Basquete LDB U22,Flamengo U22,20.0,29.0,65.0,87.0,63970557,+10.5,1.833,1.833,1661515124,,84130799,145.5,1.833,1.833,1661515124,,18646470,+2.5,1.909,1.769,1661517460,
5530968,2022-08-26 15:15:00,Corinthians U22,Botafogo RJ U22,16.0,14.0,76.0,63.0,63980417,-19.5,1.833,1.833,1661538402,,84143290,135.5,1.833,1.833,1661538372,,18646170,-5.5,1.833,1.833,1661513041,
5530969,2022-08-26 13:30:00,Pato Basquete LDB U22,Praia Clube/Gabarito LDB U22,10.0,21.0,65.0,95.0,63978227,+27.5,1.833,1.833,1661532143,,84140770,140.5,1.833,1.833,1661532143,,18646227,+7.5,1.909,1.769,1661513692,
5530800,2022-08-26 13:00:00,Basquete Cearense LDB U22,Coritiba/Thalia LDB U22,20.0,12.0,78.0,68.0,63979624,-7.5,1.833,1.833,1661535028,,84142455,133.5,1.833,1.833,1661535028,,18646133,-1.5,1.714,2.000,1661512753,
5530538,2022-08-26 11:15:00,Sao Jose U22,BRB/Brasilia LDB U22,23.0,14.0,90.0,59.0,63968593,-52.5,2.000,1.714,1661510128,,84126346,149.5,1.833,1.833,1661507863,,18646131,-14.5,1.800,1.869,1661512727,
5530439,2022-08-26 10:45:00,Rio Claro/ABDC LDB U22,Caxias do Sul LDB U22,6.0,22.0,43.0,69.0,63972067,+12.5,1.714,2.000,1661518768,,84125970,135.5,1.833,1.833,1661507147,,18646493,+3.5,1.769,1.909,1661518768,
5530132,2022-08-26 09:00:00,Sao Paulo LDB U22,Minas LDB U22,15.0,21.0,86.0,75.0,63965599,-15.5,1.833,1.833,1661503258,,84123707,148.5,1.833,1.833,1661503258,,18645750,-4.5,1.833,1.833,1661508252,
5530131,2022-08-26 08:30:00,Bauru LDB U22,Uniao Corinthians LDB U22,13.0,6.0,72.0,54.0,63965512,-17.5,1.833,1.833,1661503049,,84123596,137.5,1.833,1.833,1661503049,,18645908,-4.5,1.769,1.909,1661509736,
5525868,2022-08-25 19:45:00,Botafogo RJ U22,Franca U22,12.0,22.0,70.0,84.0,63951252,+14.5,1.869,1.800,1661465744,,84087622,130.5,1.833,1.833,1661426119,,18643575,+3.5,2.000,1.714,1661465744,
5517746,2022-08-25 18:00:00,Flamengo U22,Pinheiros U22,20.0,15.0,68.0,63.0,63949455,+14.5,1.833,1.833,1661460727,,84099702,144.5,1.833,1.833,1661458860,,18643251,+3.5,1.909,1.769,1661460727,
5525791,2022-08-25 17:30:00,Coritiba/Thalia LDB U22,Paulistano U22,3.0,24.0,54.0,83.0,63946563,+22.5,1.869,1.800,1661452905,,84086132,129.5,1.833,1.833,1661421484,,18642686,+5.5,2.100,1.666,1661452905,
5517745,2022-08-25 15:45:00,Campo Mourao LDB U22,Unifacisa LDB U22,28.0,20.0,62.0,55.0,63912591,-13.5,1.833,1.833,1661338064,,84096853,136.5,1.833,1.833,1661453320,,18637432,-3.5,1.800,1.869,1661343828,
5525659,2022-08-25 15:15:00,Cerrado Basquete LDB U22,Basquete Cearense LDB U22,18.0,18.0,81.0,75.0,63946409,-16.5,1.833,1.833,1661452616,,84096339,137.5,1.833,1.833,1661452616,,18640576,-4.5,1.800,1.869,1661422422,
5517720,2022-08-25 13:30:00,Minas LDB U22,Sao Jose U22,22.0,21.0,62.0,87.0,63944468,+16.5,1.909,1.769,1661447565,,84094040,147.5,1.833,1.833,1661447565,,18641168,+4.5,1.909,1.769,1661433957,
5525559,2022-08-25 13:00:00,Caxias do Sul LDB U22,Bauru LDB U22,16.0,15.0,56.0,61.0,63943595,+10.5,1.714,2.000,1661445726,,84093027,131.5,1.833,1.833,1661445726,,18640558,+2.5,1.833,1.833,1661421828,
5517719,2022-08-25 11:15:00,BRB/Brasilia LDB U22,Pato Basquete LDB U22,25.0,19.0,65.0,68.0,63941690,+7.5,1.714,2.000,1661437375,,84091203,137.5,1.800,1.869,1661437375,,18641217,+2.5,1.714,2.000,1661436587,
5525560,2022-08-25 10:45:00,Uniao Corinthians LDB U22,Corinthians U22,16.0,25.0,72.0,95.0,63941469,+28.5,1.833,1.833,1661436021,,84090988,139.5,1.833,1.833,1661436021,,18640566,+8.5,1.833,1.833,1661421947,
5517687,2022-08-25 09:00:00,Praia Clube/Gabarito LDB U22,Sao Paulo LDB U22,17.0,21.0,70.0,77.0,63923413,+8.5,1.869,1.800,1661376583,,84051977,149.5,1.833,1.833,1661336263,,18638790,+1.5,2.100,1.666,1661376583,
5525349,2022-08-25 08:30:00,Vasco da Gama/Tijuca LDB U22,Rio Claro/ABDC LDB U22,23.0,23.0,74.0,78.0,63939085,-12.5,2.000,1.714,1661426922,,84084295,138.5,1.833,1.833,1661414871,,18640727,-3.5,1.909,1.769,1661426922,
5514657,2022-08-24 19:45:00,Basquete Cearense LDB U22,Caxias do Sul LDB U22,15.0,20.0,59.0,56.0,63893289,+1.5,1.833,1.833,1661269330,,84026069,135.5,1.833,1.833,1661269330,,18635025,+0.5,1.833,1.833,1661269330,
5514656,2022-08-24 17:30:00,Paulistano U22,Botafogo RJ U22,24.0,5.0,74.0,46.0,63922901,-34.5,1.714,2.000,1661375010,,84065430,131.5,1.833,1.833,1661375010,,18635271,-10.5,1.833,1.833,1661277735,
5514540,2022-08-24 15:15:00,Corinthians U22,Cerrado Basquete LDB U22,16.0,21.0,70.0,71.0,63919682,+6.5,1.869,1.800,1661364468,,84024924,138.5,1.833,1.833,1661266907,,18638174,+1.5,1.909,1.769,1661364468,
5514539,2022-08-24 13:00:00,Bauru LDB U22,Vasco da Gama/Tijuca LDB U22,15.0,8.0,67.0,57.0,63917031,+3.5,1.714,2.000,1661356098,,84024984,136.5,1.833,1.833,1661267022,,18637718,+1.5,1.714,2.000,1661356098,
5514329,2022-08-24 10:45:00,Rio Claro/ABDC LDB U22,Coritiba/Thalia LDB U22,13.0,12.0,69.0,83.0,63915073,+1.5,1.714,2.000,1661348507,,84024324,130.5,1.833,1.833,1661265224,,18637502,+0.5,1.769,1.909,1661348507,
5514282,2022-08-24 08:30:00,Franca U22,Uniao Corinthians LDB U22,15.0,6.0,68.0,52.0,63911295,-16.5,1.833,1.833,1661331821,,84023897,142.5,1.833,1.833,1661264047,,18637352,-4.5,1.800,1.869,1661340336,
5513152,2022-08-23 18:00:00,Pinheiros U22,Minas LDB U22,23.0,7.0,83.0,60.0,63898078,-20.5,1.869,1.800,1661288525,,84032109,145.5,1.769,1.909,1661288525,,18635438,-5.5,1.800,1.869,1661288525,
5513060,2022-08-23 15:45:00,Mogi Basquete LDB U22,Campo Mourao LDB U22,21.0,20.0,94.0,79.0,63895974,-22.5,1.769,1.909,1661279551,,84016536,145.5,1.833,1.833,1661247163,,18635268,-6.5,1.800,1.869,1661277215,
5512925,2022-08-23 13:30:00,Unifacisa LDB U22,Praia Clube/Gabarito LDB U22,15.0,19.0,43.0,85.0,63895637,+43.5,1.833,1.833,1661277524,,84029078,139.5,1.833,1.833,1661277524,,18634918,+13.5,1.769,1.909,1661267025,
5512765,2022-08-23 11:15:00,Sao Paulo LDB U22,BRB/Brasilia LDB U22,33.0,11.0,120.0,53.0,63891047,-34.5,1.833,1.833,1661262343,,84019040,151.5,1.833,1.833,1661252564,,18634760,-9.5,1.769,1.909,1661262343,
5512550,2022-08-23 09:00:00,Pato Basquete LDB U22,Flamengo U22,5.0,30.0,64.0,84.0,63889076,+38.5,1.833,1.833,1661256403,,84020768,139.5,1.833,1.833,1661256403,,18634419,+10.5,2.000,1.714,1661255251,
5507491,2022-08-22 18:00:00,Praia Clube/Gabarito LDB U22,Pinheiros U22,16.0,28.0,72.0,85.0,63871776,+8.5,1.909,1.769,1661202762,,83996136,138.5,1.714,2.000,1661202762,,18631787,+1.5,2.100,1.666,1661167160,
5507380,2022-08-22 15:45:00,BRB/Brasilia LDB U22,Mogi Das Cruzes U22,24.0,27.0,81.0,107.0,63869033,+16.5,1.909,1.769,1661194479,,83992613,137.5,1.833,1.833,1661194479,,18632761,+4.5,1.909,1.769,1661191161,
5507379,2022-08-22 13:30:00,Minas LDB U22,Unifacisa LDB U22,20.0,21.0,100.0,55.0,63862262,-38.5,1.833,1.833,1661171782,,83977094,139.5,1.833,1.833,1661155817,,18632024,-10.5,1.714,2.000,1661171782,
5507199,2022-08-22 11:15:00,Flamengo U22,Sao Jose U22,13.0,11.0,50.0,78.0,63859021,+6.5,1.909,1.769,1661160764,,83980440,141.5,1.769,1.909,1661164718,,18631709,+1.5,1.909,1.769,1661164718,
5507147,2022-08-22 09:00:00,Campo Mourao LDB U22,Sao Paulo LDB U22,13.0,32.0,53.0,97.0,63861755,+23.5,1.869,1.800,1661170251,,83982724,140.5,1.769,1.909,1661170251,,18631855,+6.5,1.909,1.769,1661169619,
5503456,2022-08-21 18:00:00,Pinheiros U22,BRB/Brasilia LDB U22,25.0,10.0,85.0,57.0,63851260,-45.5,1.769,1.909,1661115920,,83968279,140.5,1.833,1.833,1661115834,,18630575,-12.5,1.666,2.100,1661104368,
5503455,2022-08-21 15:45:00,Pato Basquete LDB U22,Minas Tenis Clube U22,17.0,20.0,66.0,92.0,63850504,+27.5,1.909,1.769,1661112169,,83967430,139.5,1.833,1.833,1661112169,,18630437,+6.5,2.100,1.666,1661102535,
5503122,2022-08-21 13:30:00,Sao Jose U22,Campo Mourao LDB U22,17.0,14.0,102.0,61.0,63848151,-29.5,1.833,1.833,1661100940,,83964641,139.5,1.833,1.833,1661100940,,18628882,-7.5,1.666,2.100,1661080342,
5503081,2022-08-21 11:15:00,Mogi Das Cruzes U22,Unitri/Praia Clube U22,19.0,21.0,62.0,84.0,63839147,+11.5,1.833,1.833,1661069074,,83953937,138.5,1.833,1.833,1661069074,,18629372,+2.5,2.000,1.714,1661090505,
5503080,2022-08-21 09:00:00,Unifacisa LDB U22,Flamengo U22,16.0,19.0,47.0,99.0,63840525,+38.5,1.714,2.000,1661073815,,83954320,133.5,1.833,1.833,1661069846,,18628444,+11.5,1.714,2.000,1661075991,
5388850,2022-07-30 19:30:00,Sao Jose U22,Mogi Basquete LDB U22,21.0,23.0,84.0,72.0,63281616,-22.5,1.833,1.833,1659222495,,83200922,138.5,1.833,1.833,1659222495,,18526450,-6.5,1.833,1.833,1659180132,
5388849,2022-07-30 17:15:00,Sao Paulo LDB U22,Pato Basquete LDB U22,19.0,16.0,85.0,63.0,63269979,-32.5,1.833,1.833,1659179646,,83187262,138.5,1.833,1.833,1659179646,,18526438,-9.5,1.833,1.833,1659180044,
5388573,2022-07-30 15:00:00,Pinheiros U22,Unifacisa LDB U22,23.0,13.0,88.0,45.0,63276898,-46.5,1.833,1.833,1659203046,,83194649,135.5,1.833,1.833,1659199093,,18527668,-13.5,1.833,1.833,1659203046,
5379493,2022-07-29 19:30:00,Mogi Basquete LDB U22,Sao Paulo LDB U22,15.0,23.0,65.0,76.0,63198328,+18.5,1.833,1.833,1659012959,,83151373,143.5,1.833,1.833,1659133527,,18517773,+5.5,1.833,1.833,1659133527,
